sentence,label
chitraaum narendramodi Janmat ka samman Iss ek word k aar me saalo me aapne satta se sawal he nahi kiya phir v,1
iihtishamm My favourite team is Pakistan and 2nd favourite team is South Africa Pakistan bhale sab se har jai par,1
Abaseenwazir94 Es kuty ko bhi zaban lag gai AR My,0
RT oyeee hurii APki Personality aur Avi ke hisab se APkoo kya hona chahiy Drop your name I'll tell u Doctor,2
Catas TrophiC Mtlb jo kr skty hain wo na krain Aur jo nahi,1
SushmaSwaraj mam kya hamare india se kabhi v corruption discrimination etc kahtam nahi hogi koi v MP MLA Mini,2
soni panday Thanks my girl Imma try my best,2
RT iamfansrkking Thanks Salman Bhai BeingSalmanKhan Sabse Purana Dost ShahRukh Sir iamsrk,2
Dil bharta nahi Aankhen rajjti nahi Chaahe kitna bhi dekhti jaaun bilalabbas khan BilalAbbasOnJeetoPakistan,1
RT 0786Laraib WarsiSony krehan429 JavedSa38339173 Aahmad00007535 ShekhJiyarat JUNAB72 Beshq ALLAH hum,1
manakgupta gauravbh alok ajay news24tvchannel Ye modi ji ki andhi nahi hai ye Evm aur tum jaise godi media,1
begum7181 There is one already someone made naa Aur ek banane se common DP ka,1
shariq83 Anshuman230 bprerna To jai Shree ram kahne ko tumse to Nahi kah rahe na ab kya Hindu Jai Shree Ram Bhi Nahi,1
RaviSha82780132 sonamJain001 kapilkm20 Congress ya BJP ka andh bhakt nhi hun AIMIM ka support krta hu,1
ssransi19 theskindoctor13 ashokgehlot51 ashokshrivasta6 sardanarohit Mera bhi kam exam hai All the best bha,1
Baji ka confidence mai apki fan hogyi hun yarrr,2
MihirkJha What is happening to these journalists Bhadwe se bhakts,0
RT rugtmm Sum rlly wrng w me btch so it,0
vikasbha Photoshop ka naam suna hoga aapne Tv journalist ho ye believe nahi ho raha iss trah ki fake video kisko b,1
RT Harsh11289444 SaveUnGraduateGamer TeamYouTube YTCreatorsIndia Bahi ka channel hack ho,1
whoaa aur saala apne yahan khda hone ki jgah nahi hoti,0
Saal Pehlay Jo Laddoo Khaya Tha Allah Ka Shukr Ha Aaj Bhi Meetha Ha,2
Hussorks Achalsaxena7 SalmanKhanCity taran adarsh salmanuniv ppritam09 AsliDevil SalmanAabdi,1
saurabhmanjhi Hahaha glad to know about your ex Kabhi,1
ONE number Khair i hope the winner is happy and can enjoy their gift There'll be more,2
gadgets247now AKKIsCHamp yrf yrftalent yrfmusic iHrithik iamsrk akshaykumar BeingSalmanKhan Akshay kumar,1
What a great speech by our PM sir SABKA SAATH SABKA VIKAS,2
RT irfanifs Behtar to hai yahi ki na duniya se dil lage par kya Karen jo kaam na be-dil-lagi chale Best would be,1
RT vickysWarrior Sala Sham tak Padhai Karke Jaise hi Match Dekhne Baitho Tab Tak to Match Khatam bhi Ho Jate,1
Love the eyebrows Dzi tonga harane yau runga,1
dasraghubar SirBijli na honaab aam baat ho gayi hainAbhi v Bijli nahiPichli baar BJP4India Ko hi vote diya th,1
RT jagjeet80371190 SecretOfPositivity Gurmeetramrahim Gud mor dear Msg Papa ji dhan dhan satguru tera hi aasra mere,1
Hn Larki Happy wali budday hamri behn Dharti pe bojh aya aaj ke din may u Dharti pe bojh rhein long happy rhei,2
Tejasvi Surya Bhai Bohot Hard Bohot Hard Much more to,2
khanumarfa thewire in therealnaomib SrishtiTW Masha Allah very nice hum,2
Me Islam me Aurtoon ko parde ka hukum hai islam me Mardon ko shadiyoo ki Feminist,0
SouthernNaiad MarthaTheZealot aw it s cute tho so,2
jo bhi Sarkar Ne kuch nahi kiya aap BJP Ki Sarkar Ke Upar Umeed hai Jo hamari Sanjay Colony Bhartiya mangela Jyothi,1
Crush Wow yr tm kitni cute ho bhut acchi ho tm Inner Me-Pagal khi ka mujhe patane ki koshish kr rha isko pta hi,1
prahladspatel Aap Hamare ghar padhare aapko Abhar aapko Damoh Lok Sabha say election mein Bhari Jeet Ki hardik Bad,2
sarcasticgurl98 RealHistoriPix dhruv rathee khud hi maan liya ki fake id hai smjh nahi aata bhakto ko,2
chah jau all world ke kisi bhi desh ko bana du ya delete kr du meri marji kyu main kisi bad nhi sirf achha kr na st,0
JarriAbidi dirty jz alisalmanalvi sadsnaqvi O jahil ki aulad Quran pak se Non-Muslims ki trah reference mat dy,1
NooriFatima1230 Or ye to bhool hi gyi KE pairo se scooty nhi rukti usme break bhi hote hai or ha ye BT gi,1
Zinda Laash Hon Happy birthday to you many many happy returns of the day,1
RT Ramabhakthan pallavighosh Hv U covered the suicides of girl students of SRM college in Tamilnadu May b not a prob,1
sapna81116811 Dosti ko pyar me mita Q nhi dete Gle me hath pde he mere vo hata kyu nhi dete Glti ki ho koyito,1
tanisharma077 AlokTiwari9335 kajal jaihind Bahut bahut subhkamnaye hamare nagpur se,2
deespeak ActorMadhavan Meri life ki sabse achi film R H T D M yeh mein kabi nahi,2
Original bhagwan hu yaar narayan Vishnu krishna jagatpita RAM parambrahm god allah jeses parampita sab mera hi naam,2
RT N Loves Angel Cute KapilSharmaK9 Angel With sweet mummy N BeingSalmanKhan,2
Good that he didn't say Desh ka bhagwaan,1
RT sexylhez Every Test In Life Maks Us Bitter Or Better Every Prblm Comes To Make Us Or Break Us Choice Is Ours To,1
devil007 izzat deny ki bat nahi hai ham jesy e hi unsy achy ki umeed rakhny lgty hain,1
RT twice55f Happy Birthday DAHYUN,2
ndtv ke ravishndtv ki jaat ka he naam kaise batayega agar hindu ne thappad bhi mar diya hota randi tv pe b,0
Jisdin ye BJP me aa gaya usdin BJP walo ko support karna chhod dunga,1
AkhileshPSingh BJP4India RSSorg Abe chutiya Gandhi madhar chor hai jaise tum ho tum jaise chutiya ke Karan aaj,0
aaliaaaliya AzharMahmood11 Confidence nahi ch ti ya a kehte hai,1
ashutosh83B AamAadmiParty JhaSanjay BJP4India INCIndia DrKumarVishwas yadavakhilesh yadavtejashwi Atal adwa,1
UsmanKhnPPP Happy BirthDay Brother Stay Blessed Stay Strong Wish u more many ahead,2
AapaZubeda Aapa ho sakta hai in kay saath bachpan me jis aadmi ne masti ki thee uss ne bhi shalwar qameez pehna hu,1
pbhushan1 Ab app log ko 5year or kosna pade ga calo koi Nhi appna yeah kaam accha se kerna nahi to me Bhi,1
RT memorable 90s Hindi bolne wala har north indian Panipuri bechne wala nahi hota Jaise har south Indian Po po,0
RT Veekkaskanojia Hi everyone Set ur alarms as we wil be Live right at 1122pm https t co ckI4JFEGe6 Mast,1
Suni Austin E Rugby usmlr Suni Dru Teef congrats on a great career Thanks for bringing your rugby knowle,2
YaadKarke the brand new single released by Pinder Sahota featuring Lildakuofficial LISTEN NOW,1
HarleenSKaur Naxal ATISHi Ko nakaar diya Nationalist Ko jitaa diya bahut Naa Insaafi hai Fake parche batw,1
Akshay Brigade sidha simple Chori ho gaya vo bhai Kisi ne bana ke DA kar,1
Parivesh95 anjanaomkashyap Tumne nahi sunna sach it's ur problem u can unfollow me na mai tumhare Tl pay ayi na t,1
shoaib100mph Pakistan ko phle Ireland Holland se qualifying match khelne Chahiye Uske bad,1
Zainab anjubharatrawat Akshaym69074206 kunalkamra88 Tum katmullo se kiya argue krna jo saale assam hawa me,0
sherryontopp Siddhu jiiii Rahul ji haar Gaye hai or haar ki wajah khoji hai Congress ki team ne ki hame S,1
mickey Nehr who ANI Tum bhakton se akal ki ummeed krna bhi paaap h Bs itna samajh lo asli gaddar tum log,0
10kSilverstone If you give me a free place I'll operate as official weatherman on day on your behalf haha,1
Juth bolne me inko koi compete nahi kar sakta,1
Kundra Vishal IYC UPEast INCKarnataka Congress party JINDABAD congress,2
TheChameleon84 Mzr7 I think she told them that Mar gaye CNIC NADRA ko dedya ab kuch nahi hosakta,1
YSReddy KKP Hi Yogesh We would be sad to see you go Please DM us your contact details so that we can sort this r,2
TahirMughalPml1 Asimrafi9 Kaan Mian Baat Ki Phir ISS Ki Behan Ko Bataia K Harami Brother Say Kaho K Kamm Bhonka K,0
RT SaschTang Selfie challenge number I am so happy to see AM Hume Looking fantastic CRAconnExionsARC,2
igippygrewal yourjaani igippygrewal album deh ek gaane ch as aa model sargun mehta mam nu jarur leyoo what aa,1
free thinker Bilkul sahi kaha Ye chamche fake news phailakar sabko chxxye banate rahe Ab bhugto Ab rona band ka,0
nitin gadkari narendramodi Congratulations sir We are proud of you Whole nagpur,2
rssurjewala ChhainuAayaTha Ppl didn t changed their mind Is baar evm,2
24mysteriousgal Aryavrta Hindu kmjor nhi hain dyalu avshya hain har hindu k hath me agr hai mala to avasya dusr,2
RT GMumtazansari Ravish k9 RajKuma61361017 Aaj tak bhi inko Apne us kiye pe sharam Nahi Ab to ye bhakti me aur bhi lopt,1
Nariender modi ji ki Jeet hui ha M P ki nhi Jo modi ka nam say vote magta ha sudhar jao 5sal ka time ha kuch k,0
abbaskhansial hamzashafqaat Yes dear Har field mai research work ho Poori dunya research par zor day rahi hay N,1
anjanaomkashyap Bhage nhi maidan chod k Ptiyala University,1
RahulGandhi Sir wakai is baar appki mehnat bekar nahin jayegi aakhir modiji ko laane mein aap logon ne bhi bahut m,1
RT caleb isme Baby break the beat Bead of sweat on your cheek lick off Fuckin on your neck Maybe,1
ZahidCh61064695 Thank you so much,1
RT holybilal Kami oot ptang Ham kch nahi krna chahty Bas yeh chahty hain k chowkidar chowkidar he,0
Choro Aur haramkhoro ke alawa kisi ko Nahi jo khate Hindustan Ki gaate Pakistan ki,0
rssurjewala INCIndia What kind of opposition is this who don't want to speak rssurjewala apka to muh band h,1
nodairyplz km779549 In that case Doodh pilai mai special,1
RachelHdz G eyyyy no la amanecemos en Chapu jajaja c y ah te damos de nuestra chela o conseguimos qui,1
NiSharma12 Phir sakti pradarshan kaise hoga showbiz ko v advertisement aur,1
abpnewshindi mimichakraborty Badlaaw agar sahi tarike ka hoga to kisi ko koi aitraj nahi hoga lekin galat baat h,1
Just watched punjabi movie RabbDaRadio2 nice work by all team nice story must watch BawaRanjit,1
kpmaurya1 irvpaswan Sir government ki mahatvakankshi yojana New India mission me youth ki partnership badane ke,2
pagl bnya hy awam ko Kal se pta nahi ketni bar yahi photo dekh chuka ho hr kesi ne lgai hy apne ley,0
RT azkhawaja1 tak kheench lein Afghani to jeetne,2
RT Sassy Mahi Kaun itna chutiya schedule banaya hai koi team match nahi kheli hai or yaha kuch tean khel,0
Ajeb koi jahiloun n youtube p channel banaye hue hain parhana bhi nahi ata sahi s saray concept,2
PeerMandokhail Very good pak army zindabad tm jasy ghadarok sath yahi hona chay raw sa pasy ly kr apni hi army,2
RubikaLiyaquat Muslamano la hisaa Jinnah le gaya tha ja ke Jinnah ke waarison se lo apna hissa asadowaisi tum,1
Lol Aukaat Jo kuch milega le lena Modi ki badaulat hu itni seats aayi h,1
narendramodi Congratulations Sir Ab hindusthan jag chuka hai Ye hindusthan ko age ap hi lekar jayoge Hum apka sath,1
gahile lalit delhissaa Ek nahi blki kai farji N G O 's ese hain jo desh me hindu dharm ko badnam kr dharmantaran,0
mlkhattar narendramodi Bharat ki vikas yatra ki subh suruvat desh is bar Modi Ji ki leadership mein aage badh,2
Modi ji k dubara pm banane Par meri aur hamare jangid samaj ki aur Se Hardik badhai aur subh kamana Aaj hamara sapn,2
Brahmamuhurta me uthne waale Mr Dr Swamy39 ji ko All the best wishes Hope he becomes SwamyAsFM tomorrow,2
DESH me Modi Or BJP ke Chunave jitane PR Desh me Khushi ka watavaran Nahi he BJP karyakarta or karyalayo me bhi J,1
MumbaiMirror imVkohli Eoin16 Amma ko bolo World cup ke shat shat,0
aajtak Jo hua achha Nahi hua yesa dubar na ho isaliye baki logo se vinti h Bacho k saadhan saat me jarur rakhe,1
RT vichar swadeshi Long overdue Better late than never An excellent choice by Shree Modi,2
RT staredownnibea Filipina Girl ft Bea de Leon I love you so much beadel PS indi aq magaling mag edit hehe,2
RT SunielVShetty Kal se kijiye din ki shuruat Bajrang Bali ke saath in Bajrangi on FeverFMOfficial Feel blessed to,1
Sabse pale apko itni badi itihashi bahumat se jitne ki dher sari Subhkamnaye apse ek VINATI hai ki yadi apko k,2
SureshP89954782 sudhirdave9 Jhhasi ki Rani Ko enke Karn Gwalior Mai Sarn nahi,1
waglenikhil Tejasvi Surya Tum to modiji ko bachpan se jante ho hai na Tejasvi Surya is doing great work and peo,1
RadarModi bprerna Ye lo Chicha Paharganj Delhi ki bol to aise rhe ho jaise kabhi koi sadak pe namaz padhte nah,2
Hume bahut jada khushi meli Ke hamare modi ji jit gaye Bharatiya janata party jinda baad,2
Sweety Patel310 Ns Niya5 Ashii mishra Yaaaarrrrr akele akele kar rahe ho bola bhi nahi Muze nhi pata,1
RT sachin rt My heartiest congratulations to narendramodi Ji BJP4India for winning the LokSabhaElections2019 The,1
shah6ix you re my,1
RT dpradhanbjp Warm birthday greetings to my senior colleague Shri Nitin Gadkari ji nitin gadkari I wish him the best,2
ayah hawas Mn a7la Aya X 7ayty love ya more,2
RT insan2318 Good morning my sweet sweet papa Gurmeetramrahim ji Plz bless me more sewa sumiran,2
RT aidaazlin So if you feel ready hv yakeen make this dua In Sha Allah He will provide good things for you His,2
nehapant19 Modi ji jindabad sanskar se bhari BJP parti,2
We are excited to welcome back well over alumni this weekend for our annual Alumni Reunion Alumni have already,2
ashutosh83B Apna channel to h nhi ab dusron ka chalte dekh jalan hoti h mahsay ko Yeh khud neutral patrkar ban k,0
congrats mam nsitharaman hope India will achieve new height under uor gudiance kindly change the description to,1
RahulGandhi sir Rahul aap pareshan na ho aapbjeete hai haare nahi kyu ki bjp evm mai gadbadi karke jeeti hai mai a,1
subh ko main line pr emergency shut down ki waja se 500am to am bkr grid k tamam feeders ki,1
abdulla rajput Ameen May Allah bless you and,2
ritz roop More than a year hum bahut purane dost ha roop bas aap bhul gaye,2
RT allkpop Song Hye Kyo Joo Ji Hoon reportedly cast as leads of new KBS2 law firm drama Hyena https t co BkYdWjAgHv,2
MamataOfficial dear Mam Jai shree Ram is not only a sentence it is full of emotion full of respect This is,2
ena logical Hahaha mohabbat nikah k bad hi hoti hai us se pehle to bs ghr waly nhi maan rhy meri mangni ho gyi,1
Why tf is no one thinking of Arsal Munda ghar se ghayab hai aur kisi ko koi,0
aajtak Ye sale boxer ka v vaha ki cricket team vala haal hai Jette hai,2
SanjayK02209440 jigneshmevani80 dgpgujarat AhmedabadPolice Tu sala ek kaudika bhi muje nahi lag raha hai tu to,1
RT JattiSays Shaaryofficial Sach me yeh log fans kehlwany k qabil hi nahi hain Pta ni kahan se,0
RT bharatkavikas Good Morning All The tea lovers around the World TajinderBagga CharuPragya Lijiye Subah Ki Pehli,2
America Europe Asia Africa har Zameen Karti Tujhy Salaam,2
32YearsOfMrIndia Bollywood's first sci-fi film A MASTERPIECE Arun bhaiya Seema didi The kids Calender Hawa,2
INCIndia Sadme se bahar nhi aye ho kya congress balo kmse km sharm kro doob k mar jao desh pe bhrosa nhi tumhe ye,0
BJP4Rajasthan Amar hote hai wo diwane jo lipat me sote hai ser niya O matay Hoti hai jinke aancal me lipat,2
Guttajwala OfficialUrmila thetanmay so called sonamakapoor ne unka saath diya tha girls baby pe joke tab aap,0
SrBachchan as YOU SIR looks in all,1
zainab shabir12 The day it hit me that this the last year Mai tabse maar rahi hu agar bolegai mai sunday ko,0
RT petitethaang Ain t got time ima just stay single this time fr the best,2
dhanyarajendran sowmya rajen My wishes May God bless team tnm I've seen it grow from the scratch,2
Faryalniaziii1 majorgauravarya crpfindia Tum log bhut bade chutiya ho jo sala dusro k tukdo par to jite ho kabhi,0
Bhar Do Jholi Meri Ya Muhammad Rehmat e Ramazan May 92NewsHD,1
girirajsinghbjp BegusaraiP rahulias6 asadowaisi Aaj kal kuch Muslim neta aapaas ki ladayi ko bhi hindu Muslim r,2
RT KissFMUK What's everyone thinking then Has thegreatkhalid officially confirmed a collab with BTS twt eeeeeek if,2
RT KohinoorKalsi God s name is a treasure trove of happiness that fills one s life in this materialistic world and the,2
Chutiye gai ki puja kyu ki jaati hai kabhi socha hai Kyuki wo kisan ko dudh deti hai jisse usko kuch kamai hi jati,1
Yaado mein se Kuch yaade Roop Mard Ka Naya Swaroop Sketched by the best SHASHANK VYAS,2
Krushna KAS Many happy returns of the day Happy birthday to you May God bless you with,2
I love them so much This is a couple to Stan,1
santoshgangwar Jharkhand BJP ke rajya me Tata motors ke convey driver Ko nuintam majduri nahi milta hai kripya,1
KaurJazz2 Hadi to ho nhi skti kyu ki hadi hoti to aap hospital hote or dil hoskta hai jo bas dard hota,1
The best f ing club in the,2
RT rohayatiazizli Our journey through this beautiful month will end soon May Allah forgive us grant our dua s may,2
Baad achhi ladki ladka nahi milge marriage Age nikalne ke baad kondega apni Kadki ladka,1
HitachiHomes Issey badhiya cutomer ko product bechte waqt hath ke hath poison or dedia karo kyuki servicr naam pe,2
sardanarohit Rohit bhai apni anterastma se puchhna just tarah tum darbaari patrakaron ne modi BJP RSS ka agenda Ch,1
You know you ve made it Sam when lukes sat here shouting listen to my sister nail green day SamLavery,2
Fake news Muslim man was not beaten up in Karimnagar for not chanting Jai Shree Ram,2
Aima dvn27 Kyu nhi Main jaanta hu ki Pakistan main jo Terrorism problems the ab woh kam ho gaye hai I think,1
manakgupta LambaAlka Aisa kuch bhi nahi hai Fake News mat failao manakgupta Modi raaj me sab thik hai logo ko bh,1
Itx Sanaaa Umer19000 Matlab tum merey nahi sari sana ke,2
RehamKhan1 Kutte ki aulad pakistanio pe tanqeed ka moka hath se nhe jane de ge aur ghair mulkio ki tareef Zahir h,0
Satyanewshi Ye sajish ho sakti hai bahut badi Ise halke na le sarkar aur Sena dono kyu bola usne Aisa isko gira,1
RT sujeethsign Bhagmati Anushka Masss Super best UV Creations madhie1 Sir and MusicThaman bro Super Song,2
sardanarohit ji agar Mamta didi ko takleef bhi ho JaiShriRam kahne se to iska Matlab ye nahi ki wo I'm logo ki ja,1
iameneji Baba Hypocrite ni Unku Ben ni yen but his followers will not,1
Kolkata ki super best C M mamta banrji islam dharm ka kalma padhte hu https t,2
Ye Sale Khans Ki Bahat Chat Te Hai Humesa predict karte hai but last me lashein bichh jati hai,1
AliYusufzai5 gabeeno Ofcourse Not haram khor unlike,0
RT Vikasverma0937 Nehr who Bhai in Sab baato se kuch nahi Desh me hindu khatre me hai Data n price rise ki tension,1
betterpakistan Sir up ko Allah hamshe achi sihat de sir hum up k Liya our up hamre liya dogha Karree Allah,2
saimakramwriter Hanji Ab Shahana bane gi Arsal ki Maa or Phir Arsal bane ga Jia ka Purane wala Aashiq Wow its go,1
PiyushGoyalOffc train no delayed by hours Passengers pareshan hai koi suvida,2
RT AnkitSh04748396 I also voted for BJP n we were feeling very proud to b a BJPian bt now CONGRESSian are laughing,0
IrshadBhatti336 RanaSanaUllah70 MaryamNSharif shame on you Kahi TU siyasat karna band kardo pmnl walo Aur i,0
Happy birthday to my least favorite Kinney have a good one brother djkinney13,2
RakeshSinha01 BJP4India Secularism ki geet vokne bale kutte ab kahan hai agar a kisi or party k log ho jate to a,2
RahulGandhi Congress Raj main paper pe kaam hota hain aur Jamin pe scam BJP Raj main Jamin pe kaam aur scam sirf,0
Uno ne khulay lafzon mey biological faizay bhi btaye ee ke shazi is like,1
GanemSalauddin Rangoli A KanganaTeam Advani Kiara karanjohar Tum logo ke bolne se koi fark ni pdta usko Usk,1
aajtak arvindojha Ye saala bhaat mata ki jai kyu nahi bol sakta isne khud bola hai ki isne mana kiya ki nahi bo,2
pallavighosh Paisa milna band ho gaya Journalist beuro of congress ki president ko No more dalali,0
awais hun OMG its Sadiq Pagel insan jhoot boli ja rha hai mujhy pta,1
RT MuslimAdvocates Ramadan Mubarak We are honored to co-host a historic iftar at the US Capitol,2
Congratulations Malala your team has done it Another record in pakistans bag I hope you'll enjoy this Inshallah,2
Very nice too good Agar aap acche Hain Log Aap Ke Saath Hamesha rahenge,2
Bagal vaali team me kisi ka birthday hai us ne samose mangvaaye hain khushboo aa rahi hai bc what is this,1
mamata for PM MAMATA JI AAP SAHI BOLTE HO JAI SREE RAM RAM KA NAAM LO AAPKA JEEWAN SUDHAR JAAYEGA JAI SHREE RAM BO,2
dbinea M Asingwire Haha era gwe kale no one can decive you about the future you,2
RT kiara mehta ParmarthiDiwasWithBloodDonation Wish you all a very happy Parmarth Diwas Gurmeetramrahim,2
Types of Indian Marriages Arranged Love Hamari izzat ka sawal hai Tumhara rishta to bachpan mei hi tumhare dad,0
prinsesachinita benchtm It's OK bastat nakarating ka Dyan I'm happy for you,1
IAF MCC adgpi PIB India MIB India SpokespersonMoD indiannavy MohanaSingh hume aap par garv hai Aap ho asli,2
taliskerlover Ye pakka onetiponehand bhai maze leta h Itna,1
KapilMishra IND iShwetaKatiyar Will revamp with Annaji,0
rahulpassi manojksharma2 Ye sab bakwas movie bc laundo wali movie dekhne,0
nowplaying Dekat Di Hati RAN streaming klik https tco KkPJ3bu6hf mangkalnya bala muda penuh gaya Beli,1
BTS twt Who pit this on my tl I just wanna talk How could you add to my misery I see you bangtan i see you The,0
aruncho56289886 taran adarsh Abe gaali kyun deta h be Sach bole toh jal gya kya Ja ke dekh tera baap vivek ka,0
JuiBajaur ImtiazBajauri Allah himat day media ki,1
RT SonuBab64473284 Jo bhi salman k against bolega main uski movie,0
My Japan Name is Nagami Shirogane My English Name Is Vintz Phantom My Korean Name Is Jung Rae In,1
I am Etherim I am the God of All Life There is no need for Kahu,2
Modi ji ne bari bhumat se jeet hasil Ki Verdict2019WithNews18,1
mvmeet Om Namah Shivaya Jai Shri Ram Jai Bajrangbali God is great,1
RT iseyskyr sey Skyr is ALWAYS a good idea especially on a Friday P s sey Skyr is high in,1
Being Jagriti Ansoon tere nikle aur aankhein meri ho Dil tera dhadke aur dhadkane meri ho Khuda kre humaari dos,1
PMOIndia hi pmo good morning modi ji se ek binti hai hum log facbook pe unke liye din raat lage rahe modi ji k par,1
AnchorAakash kafi tym baad is chutiye ko dkha bhenkelode dadagiri mai aya tha maa chud wali apne career ki bc dusr,0
Itz Kamakshi Jada mt bolo ise vrna block kr dega muje to,0
RT sweetnsaltyy Jummah-tul-Wida Mubarak May this last Friday of Ramadan bring you all,2
RT UmashankarSol10 Kuch londe bandi ki saari tension to le lete hai Par bandi ki kabhi,0
Ishtiaq79410094 NikhilJoglekar4 sidraa zafar 29NotJustNumber Tum jaise chutiye jinke pas bolne k liye kuch nahi,1
baten khtam hi ni hoti to baat hi ni hoti wali journey is less hurting than when they ask you to,1
RT RajaPaki1 Kaabil to buht saray hain Pakistan me unko to sarkari idaray pochte he nahi,1
KRIPAPANDEY AhsanAbbasPak MonaAlamm Ye hafiz masood PakistanArmy authorised kutte hai Ye TV channels wale ki,0
Follow him HaMzi saYs Interactive Lit tweets Good humor Follow back,2
PMOIndia jai hatkesh aapko or aapki puri team jo desh ke ke nagrikon ki sewa mai tatpar hai unhen meri taraf se,2
ModiSwearingIn narendramodi Congratulations Modiji on your second term as our Prime Minister May Bhagwan Bholena,2
RT FilmyMonkey TRP Yeh Rishta Kya Kehlata Hai fetches DECENT ratings CLAIMS 10th spot in week RETWEET if you,1
idd raaj Thank you so much bro,1
Gangapuram Kishan Reddi ji You have shown Your metal with Modiji Yogiji bound to harvest support from All Sanatan B,1
dayanandcid Caption Tere Jesse macchar bohot dekhe Nice one sir one,2
RT kookpiics Jungkook sincerely hugs the president of Korea this is so beautiful and Jungkook has a really special heart I,2
RT MayankJ12875811 I love you my mom and dad Main apne maa papa se bahut pyar karta,2
JhaSanjay Garibo ki baat karne wale aaj kutte ki maut par aansu baha rahe hai kitne garib kutta palte hai Kab,0
RT tweetingdust AnupamPKher Humain unki bilkul fikr nahi par saare Lutyen media wale lage hue hain unhe samjhane,1
RanaAyyub Muslim name nahi unka outfit reason tha unki arrest ka They were dressed like bombers with,0
RT pharma sucks India k musalmano ki bad duaen lag gayi Ramadan me Pakistani team ko,1
RT gSxZGXE8MZKnuKE AlwaysStayWithLalisa H y lu n lu n m m c i nh,1
Jo Chij Free Mai mile Oh kitna bhi Mulywan ho uski kimat nahi hoti Isliye Free hokar bhi lok ise Invest nahi kar,2
rssurjewala This is a family pary no chatukar can become president there except chatukarita so jio or pio,1
Zeeshan INC Ankita Shah8 MohdTaufiqueSh9 Chutiye VVPAT se match hua hai sara Ek v idhar udhar nahi hua hai Ka,0
Mansi7147 How can you not like how Jholi baba whole legand and,1
Alecsruiz britzwealthh marinerrrrrrr lenardgeronaaa HOY CLAUDINE ISA KA PA ANO PLAY SAFE SAKAL KA,1
RT lasizwe Can we take a moment appreciate ShoMadjozi You re Talented and BEAUTIFUL You are loved Please help,2
ohlykaa thank you ate and congrats hehe,2
RT txtcorrect soobin i m gonna play a song that i ve been working on lately it s called my experience as txt s,1
nimrahere Nahi nahi tum ney bohat khaufnaak baat ki hai I'll tag her and watch you two fight Arsa,0
Vote choor kab tak karoge modi ji aaj ja kal public ko pata chal hi jyega ki modi acha hai ya kamina hai,0
nctZlNTZ9fKb86L DrSanjeevRajp4 RahulGandhi Congress khali nam nahi hai voh vichardhara hai sardar ki voh na kabhi,1
HardikPatel Thodha aur padh lik lete to shayad samaj aata desh me aitihasik nirnay notebandi ke bad year tak,1
Kavita Sharma4 Pure Hindustan ka No1 chutiya aur No ki Nashidi koun sal ke tere hi gharke bachhon ko bhi pucho,0
sardanarohit Rohit jo research Kiya hai iss case me aisi hi kaam demonetization GST Rafael me karta to,0
Ayushmann bhai salute to u ghajab h brave attempt,2
PragyaBhushan1 atulkum99335208 narendramodi AmitShah PM mahoday ne khud kaha habhay dikhani chahiye apradhi,1
RTforINC kaha bhag khade hue Rajeev ji Dusro Ko bhadwa bolte-bolte khud hi bhadwe ki tarah behave karne lage aapl,0
KhawajaMAsif Ur yeh Dhun Pakistan laya Pakistan say bahir nahi lay kr gaya Papri walay,1
Laddu modak ka YusufAl43041306 Joganindia vivekagnihotri Abe gadhe Godhra ki baat bhi karle tere Jaise hum nahi,1
UDAIMAN BHARAT NAMO KI SATH AJ PM MODI KI SAPATH ME TEAM KARMA YOGI KI TARAFSE BADHAI,2
MaryamNSharif Hr cheez ka credit laiti hain aaap Yahan b lain na kharab,0
Shahbazkhan1 SanjayAzadSln Teri bahan ki chudai karne ke liye re bhosi jage hai Madhar chod,0
qari Yr ek drone attack he kr den inpe darpok baki sb,2
RT sassysamosa eid is during pride month queer mubarak illustrations by ab varaham,2
PMOIndia narendramodi Adarniye Modi ji aapko dobara desh ka pradhan mantari banne par bahut bahut mubarak Aapki a,2
anuragkashyap72 ashokepandit Go to the cops PM tere BAAP,0
PetroleumMin dpradhanbjp FinancialXpress All,2
Rajput Ramesh khanumarfa Purre India me gandagi faila do jis tarah ISIS ne puri duniya me failai hai Aur ye gh,0
hoa ho aur millions me salary ho aur kuch to aese he jo sutte ke paise bhi doosro se lete he bc auqat kutte jesi au,1
Bhut hi Manmohak song hai ma'am ji,2
chandan644 sardanarohit Are beta apne baap se puch ki aise kese hua tum chutiye ho hum nahi hame pata hai jeet ke,0
ShekharGupta RuhiTewari BJP has avengers while,1
Swamy39 Beta iske liye BJP it-cell band karna parega tumko Q ki sare achhe log ka to ye character assassination k,0
laimacha narendramodi BJP4India koe bat nahi sir ji dekh aage jaye desh ka vikash ho aur janta khushal ho yehi,2
Ye mariam ka pithu hai or larkian isey apna crush banai baithi hein idiot harami,0
kanhaiyakumar Abbey Tudke gang le pille sudhar ja yeh hindu Muslim band karde tera baap ab home minister hain itna,0
OneHaryanaOffcl Kute ki dum 7sal se jail me phir bhi tedi ki tedi Haryana me corruption ka Janaknaukaria bechne w,0
V i a https t co r5BReC362g TEAMFOLLOWBACK FF AUTOFOLLOW,1
Devoted2SRK ericablueyz SRK katarina iamsrk Aww Every scene with Shah make us fall in love Irresistible he is,2
